Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
223436601,"Careless People: A Cautionary Tale of Power, Greed, and Lost Idealism",Sarah Wynn-Williams,"Wynn-Williams, Sarah",,"=""1250391237""","=""9781250391230""",0,4.20,Flatiron Books,Hardcover,382,2025,2025,,2025/08/16,to-read,to-read (#231),to-read,,,,0,0
869231,Beyond Entrepreneurship: Turning Your Business into an Enduring Great Company,Jim Collins,"Collins, Jim",William C. Lazier,"=""0133815269""","=""9780133815269""",0,4.13,Prentice Hall Press,Paperback,,1995,1992,,2025/08/08,to-read,to-read (#230),to-read,,,,0,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",0,3.85,Oxford University Press,Hardcover,352,2014,2014,,2021/12/22,"myshelf, currently-reading","myshelf (#96), currently-reading (#7)",currently-reading,,,,1,0
43306206,"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness",Ichiro Kishimi,"Kishimi, Ichiro",Fumitake Koga,"=""""","=""""",4,3.93,Allen & Unwin,Paperback,288,2019,2013,2025/08/03,2025/07/13,myshelf,myshelf (#128),read,,,,1,0
37937614,"The Vengeance of Indra (Vikramaditya Veergatha, #3)",Shatrujeet Nath,"Nath, Shatrujeet",,"=""9386867575""","=""9789386867575""",4,4.32,Jaico Publishing House,Paperback,376,2018,,2025/07/12,2021/05/16,myshelf,myshelf (#127),read,,,,1,0
61918819,The Wisdom of the Bullfrog: Leadership Made Simple (But Not Easy),William H. McRaven,"McRaven, William H.",,"=""1538707942""","=""9781538707944""",0,4.40,Grand Central Publishing,Hardcover,224,2023,,,2025/06/26,to-read,to-read (#229),to-read,,,,0,0
40086702,Nine Lies About Work: A Freethinking Leader’s Guide to the Real World,Marcus Buckingham,"Buckingham, Marcus",Ashley Goodall,"=""1633696316""","=""""",0,4.10,Harvard Business Review Press,Kindle Edition,332,2019,2019,,2025/05/30,to-read,to-read (#228),to-read,,,,0,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",0,4.13,Ballantine Books,Hardcover,342,2016,2016,,2025/05/11,to-read,to-read (#227),to-read,,,,0,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",0,4.50,Ballantine Books,Hardcover,476,2021,2021,,2025/05/11,to-read,to-read (#226),to-read,,,,0,0
772780,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""0151768358""","=""9780151768356""",0,4.12,"Harcourt Brace Jovanovich, Inc.",Hardcover,303,1973,1973,,2025/05/11,to-read,to-read (#225),to-read,,,,0,0
23463279,Designing Data-Intensive Applications,Martin Kleppmann,"Kleppmann, Martin",,"=""""","=""""",0,4.70,O'Reilly,ebook,562,,2015,,2025/04/21,currently-reading,currently-reading (#6),currently-reading,,,,1,0
34372564,Microservice Patterns,Chris Richardson,"Richardson, Chris",,"=""""","=""""",0,4.25,Manning,Paperback,520,2017,,,2025/04/21,currently-reading,currently-reading (#5),currently-reading,,,,1,0
1491906,Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,Sudhir Venkatesh,"Venkatesh, Sudhir",,"=""1594201501""","=""9781594201509""",0,4.07,Penguin Press,Hardcover,302,2008,2008,,2025/04/13,to-read,to-read (#224),to-read,,,,0,0
18224060,The Concise 48 Laws of Power,Robert Greene,"Greene, Robert",,"=""""","=""""",0,4.11,Viva Books,Hardcover,195,2011,,,2019/07/18,to-read,to-read (#100),to-read,,,,0,0
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",0,4.21,Modern Library,Paperback,667,2003,1869,,2025/03/17,to-read,to-read (#223),to-read,,,,0,0
13519910,Take It Really Seriously,Osho,"Osho, Osho",,"=""0953484513""","=""9780953484515""",0,4.42,Grace Publishing,Paperback,688,1998,1998,,2025/03/17,to-read,to-read (#222),to-read,,,,0,0
41574532,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre,"Macintyre, Ben",,"=""0241972132""","=""9780241972137""",4,4.52,Penguin,Paperback,370,2019,2018,2025/02/16,2020/12/12,,,read,"The book outlines the journey of Oleg Gordievsky from his birth in a compelling manner. From the start, it will keep you hooked. As a reader, I read it from a neutral perspective which helps to reduce any bias. Author has written another book on Kim Philby which is opposite of Oleg in terms of the sides he chose to support. In general a great book to read.",,,1,0
51286263,"Eat Smarter: Use the Power of Food to Reboot Your Metabolism, Upgrade Your Brain, and Transform Your Life",Shawn Stevenson,"Stevenson, Shawn",,"=""0316537918""","=""9780316537919""",0,4.25,"Little, Brown Spark",Hardcover,432,2020,2020,,2025/02/06,to-read,to-read (#221),to-read,,,,0,0
61153739,Outlive: The Science & Art of Longevity,Peter Attia,"Attia, Peter",Bill Gifford,"=""0593236599""","=""9780593236598""",0,4.34,Harmony,Hardcover,496,2023,2023,,2025/02/06,to-read,to-read (#220),to-read,,,,0,0
198220970,"Forward the Foundation (Foundation, #7)",Isaac Asimov,"Asimov, Isaac",,"=""0008516200""","=""9780008516208""",5,4.16,Harper Voyager,Paperback,368,2023,1993,2024/10/06,2024/03/28,,,read,,,,1,0
7776209,The Rational Optimist: How Prosperity Evolves,Matt Ridley,"Ridley, Matt",,"=""006145205X""","=""9780061452055""",0,3.97,Harper,Hardcover,448,2010,2010,,2024/09/23,to-read,to-read (#219),to-read,,,,0,0
52219273,"How Innovation Works: Serendipity, Energy and the Saving of Time",Matt Ridley,"Ridley, Matt",,"=""0062916599""","=""9780062916594""",0,4.11,Harper,Hardcover,416,2020,2020,,2024/09/23,to-read,to-read (#218),to-read,,,,0,0
34197090,The Confidence Game: The Psychology of the Con and Why We Fall for It Every Time,Maria Konnikova,"Konnikova, Maria",,"=""1782113916""","=""9781782113911""",4,3.66,CANONGATE BOOKS,Paperback,352,2017,2015,2024/09/09,2024/04/26,myshelf,myshelf (#125),read,,,,1,0
6493321,Logicomix: An Epic Search for Truth,Apostolos Doxiadis,"Doxiadis, Apostolos","Christos H. Papadimitriou, Χρίστος Χ. Παπαδημητρίου, Alecos Papadatos, Annie Di Donna, Αλέκος Παπαδάτος","=""1596914521""","=""9781596914520""",4,4.05,Bloomsbury (NYC),Paperback,347,2009,2009,2024/08/30,2024/08/26,,,read,,,,1,0
81977,What Has Government Done to Our Money? and The Case for a 100 Percent Gold Dollar,Murray N. Rothbard,"Rothbard, Murray N.",,"=""0945466447""","=""9780945466444""",4,4.27,Ludwig von Mises Institute,Hardcover,191,2005,1963,2024/08/27,2022/02/27,,,read,,,,1,0
31380409,"Prelude to Foundation (Foundation, #6)",Isaac Asimov,"Asimov, Isaac",,"=""0008117489""","=""9780008117481""",0,4.16,Harper Voyager UK,Paperback,402,2016,1988,2024/08/25,2024/03/28,myshelf,myshelf (#126),read,,,,1,0
10025702,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher,Richard P. Feynman,"Feynman, Richard P.",,"=""0465025277""","=""9780465025275""",0,4.21,Basic Books,Paperback,167,2011,1994,,2019/06/26,"myshelf, currently-reading","myshelf (#115), currently-reading (#1)",currently-reading,,,,1,0
146078320,"Merchants of Doubt: How a Handful of Scientists Obscured the Truth on Issues from Tobacco Smoke to Global Warming [Jun, 2012]",Naomi Oreskes,"Oreskes, Naomi",Erik M. Conway,"=""""","=""""",0,4.17,Bloomsbury Paperbacks,Paperback,0,,2010,,2020/10/27,"myshelf, currently-reading","myshelf (#68), currently-reading (#3)",currently-reading,,,,1,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""0525536299""","=""9780525536291""",0,4.13,Riverhead Books,Hardcover,343,2020,2020,,2024/06/11,to-read,to-read (#217),to-read,,,,0,0
2112823,"Mind Fuck (The Administration, #1)",Manna Francis,"Francis, Manna",,"=""1934081086""","=""9781934081082""",0,3.94,Casperian Books,Paperback,264,2007,2007,,2024/06/11,to-read,to-read (#216),to-read,,,,0,0
41377248,The Little Book of Cannabis: How Marijuana Can Improve Your Life,Amanda Siebert,"Siebert, Amanda",,"=""1771644052""","=""9781771644051""",0,3.80,Greystone Books,Kindle Edition,192,2018,,,2024/06/11,to-read,to-read (#215),to-read,,,,0,0
223932,Software Systems Architecture: Working with Stakeholders Using Viewpoints and Perspectives,Nick Rozanski,"Rozanski, Nick",Eoin Woods,"=""0321112296""","=""9780321112293""",0,4.12,Addison-Wesley,Hardcover,546,2005,2005,,2024/06/11,to-read,to-read (#214),to-read,,,,0,0
27485,Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,"Perel, Esther",,"=""0060753633""","=""9780060753634""",0,4.17,Harper,Hardcover,220,2006,2006,,2024/06/11,to-read,to-read (#213),to-read,,,,0,0
160374,The Death of Ivan Ilyich,Leo Tolstoy,"Tolstoy, Leo","Lynn Solotaroff, Ronald Blythe","=""0553210351""","=""9780553210354""",0,4.14,Bantam Classic,Paperback,113,2004,1886,,2024/06/11,to-read,to-read (#212),to-read,,,,0,0
26883207,"The China Study Solution: The Simple Way to Lose Weight and Reverse Illness, Using a Whole-Food, Plant-Based Diet",Thomas M. Campbell II,"II, Thomas M. Campbell",,"=""1623367573""","=""9781623367572""",0,4.24,Rodale Books,Paperback,304,2016,2014,,2024/06/11,to-read,to-read (#211),to-read,,,,0,0
1008101,Made in Japan: Akio Morita and Sony,Akio Morita,"Morita, Akio","Edwin M. Reingold, Mitsuko Shimomura","=""0525244654""","=""9780525244653""",0,4.08,E. P. Dutton,Hardcover,309,1986,1986,,2024/06/11,to-read,to-read (#210),to-read,,,,0,0
60687331,The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution,Gregory Zuckerman,"Zuckerman, Gregory",,"=""0241981344""","=""9780241981344""",0,4.04,Penguin,ebook,0,2019,2019,,2024/06/11,to-read,to-read (#209),to-read,,,,0,0
49464,Save the Cat: The Last Book on Screenwriting You'll Ever Need,Blake Snyder,"Snyder, Blake",,"=""1932907009""","=""9781932907001""",0,4.02,Michael Wiese Productions,Paperback,195,2005,2005,,2024/06/11,to-read,to-read (#208),to-read,,,,0,0
3018539,Death with Interruptions,José Saramago,"Saramago, José",Margaret Jull Costa,"=""0151012741""","=""9780151012749""",0,4.00,Houghton Mifflin Harcourt,Hardcover,238,2008,2005,,2024/06/11,to-read,to-read (#207),to-read,,,,0,0
46227,"Ask the Dust (The Saga of Arturo Bandini, #3)",John Fante,"Fante, John",Charles Bukowski,"=""0060822554""","=""9780060822552""",0,4.10,Pyramid Books,Paperback,165,1960,1939,,2024/06/11,to-read,to-read (#206),to-read,,,,0,0
604635,Naïve. Super,Erlend Loe,"Loe, Erlend",Tor Ketil Solberg,"=""1841956724""","=""9781841956725""",0,3.86,Canongate UK,Paperback,208,2005,1996,,2024/06/11,to-read,to-read (#205),to-read,,,,0,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""""","=""""",0,4.04,Penguin Books,Paperback,263,1987,1985,,2024/06/11,to-read,to-read (#204),to-read,,,,0,0
43330,Master of the Game,Sidney Sheldon,"Sheldon, Sidney",,"=""0006472613""","=""9780006472612""",0,4.15,Harper Collins Publisher,Paperback,489,1993,1982,,2024/06/11,to-read,to-read (#203),to-read,,,,0,0
12716770,Adult Children of Alcoholics: Expanded Edition,Janet Geringer Woititz,"Woititz, Janet Geringer",,"=""""","=""""",0,4.12,,Kindle Edition,242,,1983,,2024/06/11,to-read,to-read (#202),to-read,,,,0,0
28596619,Civilized to Death: What Was Lost on the Way to Modernity,Christopher  Ryan,"Ryan, Christopher",,"=""""","=""""",0,4.13,Simon and Schuster,Paperback,400,2018,2018,,2024/06/11,to-read,to-read (#201),to-read,,,,0,0
22470030,The Conversations (New Directions Paperbook Book 1294),César Aira,"Aira, César",Katherine Silver,"=""0811221113""","=""9780811221115""",0,3.74,New Directions,Kindle Edition,97,2014,2007,,2024/06/11,to-read,to-read (#200),to-read,,,,0,0
18492257,Lean Customer Development: Building Products Your Customers Will Buy,Cindy Alvarez,"Alvarez, Cindy",,"=""1449356354""","=""9781449356354""",0,4.18,O'Reilly Media,Hardcover,236,2014,2014,,2024/06/11,to-read,to-read (#199),to-read,,,,0,0
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",0,4.01,Addison-Wesley Professional,Paperback,322,1995,1975,,2024/06/11,to-read,to-read (#198),to-read,,,,0,0
51291,How to Lie with Statistics,Darrell Huff,"Huff, Darrell",Irving Geis,"=""0393310728""","=""9780393310726""",0,3.84,W. W. Norton & Company,Paperback,142,1982,1954,,2024/06/11,to-read,to-read (#197),to-read,,,,0,0
9515964,"The Inimitable Jeeves (Jeeves, #2)",P.G. Wodehouse,"Wodehouse, P.G.",,"=""0393339807""","=""9780393339802""",5,4.20,W. W. Norton & Company,Paperback,225,2011,1923,2024/06/10,2021/06/16,myshelf,myshelf (#87),read,,,,1,0
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",4,4.14,Dey Street Books,Hardcover,303,2014,2014,2024/06/07,2024/03/29,myshelf,myshelf (#123),read,,,,1,0
53450790,"The Perfect Marriage (Perfect, #1)",Jeneva Rose,"Rose, Jeneva",,"=""1913419657""","=""9781913419653""",4,3.98,Bloodhound Books,Paperback,337,2020,2020,2024/05/27,2024/05/24,,,read,,,,1,0
2761,The Denial of Death,Ernest Becker,"Becker, Ernest",Sam Keen,"=""""","=""""",0,4.05,Free Press,Paperback,336,1997,1973,,2019/01/26,currently-reading,currently-reading (#4),currently-reading,,,,1,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",0,3.91,Penguin Books,Paperback,1023,2003,1615,,2024/04/20,to-read,to-read (#196),to-read,,,,0,0
8696,Last Chance to See,Douglas Adams,"Adams, Douglas",Mark Carwardine,"=""0345371984""","=""9780345371980""",5,4.32,Ballantine Books,Paperback,222,1992,1990,2024/04/07,2024/03/30,myshelf,myshelf (#124),read,,,,1,0
29582,"Foundation and Earth (Foundation, #5)",Isaac Asimov,"Asimov, Isaac",,"=""0553587579""","=""9780553587579""",0,4.07,Spectra,Mass Market Paperback,499,2004,1986,2024/03/28,2023/10/23,myshelf,myshelf (#121),read,,,,1,0
29939161,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,Kim Malone Scott,"Scott, Kim Malone",,"=""1250103509""","=""9781250103505""",4,4.06,St. Martin's Press,Hardcover,336,2017,2017,2024/02/17,2023/09/11,myshelf,myshelf (#122),read,,,,1,0
60004811,Poirot sul Nilo,Agatha Christie,"Christie, Agatha",,"=""""","=""""",0,4.12,Mondadori,Paperback,416,2015,1937,,2022/04/21,to-read,to-read (#178),to-read,,,,0,0
40611510,The Last Lecture,Randy Pausch,"Pausch, Randy",Jeffrey Zaslow,"=""""","=""""",3,4.26,Hachette Books,Kindle Edition,217,2008,2008,2023/12/31,2023/12/24,,,read,,,,1,0
1009709,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,"Christie, Agatha",,"=""0007815530""","=""9780007815531""",4,4.12,HarperCollins Publishers,Paperback,373,2007,1937,2022/06/21,2022/06/06,,,read,,,,1,0
76683,"Foundation's Edge (Foundation, #4)",Isaac Asimov,"Asimov, Isaac",,"=""0553293389""","=""9780553293388""",5,4.18,Bantam/Spectra,Paperback,450,2010,1982,2023/12/23,2023/10/23,myshelf,myshelf (#120),read,,,,1,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387565""","=""9780765387561""",0,4.17,Tor Books,Hardcover,448,2020,2020,,2023/10/22,to-read,to-read (#195),to-read,,,,0,0
36064445,Skin in the Game: The Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0241300657""","=""9780241300657""",0,3.91,Allen Lane,Paperback,272,2018,2018,2023/10/21,2020/12/12,myshelf,myshelf (#70),read,,,,1,0
12951631,Breaking the Habit of Being Yourself: How to Lose Your Mind and Create a New One,Joe Dispenza,"Dispenza, Joe",,"=""1401938086""","=""9781401938086""",0,4.13,Hay House Inc,Hardcover,329,2012,2012,,2023/09/30,to-read,to-read (#194),to-read,,,,0,0
22512931,Building Microservices: Designing Fine-Grained Systems,Sam Newman,"Newman, Sam",,"=""1491950358""","=""9781491950357""",5,4.22,O'Reilly Media,Paperback,473,2015,2014,2023/09/11,2022/12/17,myshelf,myshelf (#114),read,,,,1,0
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",0,4.36,Sceptre,Hardcover,342,2018,2018,,2023/05/12,to-read,to-read (#193),to-read,,,,0,0
18404285,"Be Careful What You Wish For (The Clifton Chronicles, #4)",Jeffrey Archer,"Archer, Jeffrey",,"=""1250034485""","=""9781250034489""",0,4.13,St. Martin's Press / MacMillan,Hardcover,387,2014,2014,2023/08/26,2023/08/26,myshelf,myshelf (#119),read,,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""015603008X""","=""9780156030083""",5,4.23,Harvest Books,Paperback,311,2004,1966,2023/03/02,2023/08/24,,,read,,,,2,0
12677794,7 Secrets Of Shiva,Devdutt Pattanaik,"Pattanaik, Devdutt",,"=""938065863X""","=""9789380658636""",3,4.02,Westland Limited,Paperback,221,2011,2011,2017/03/09,2019/01/27,myshelf,myshelf (#41),read,,,,1,0
52950915,Die with Zero: Getting All You Can from Your Money and Your Life,Bill  Perkins,"Perkins, Bill",,"=""0358099765""","=""9780358099765""",4,3.89,Houghton Mifflin Harcourt,Hardcover,240,2020,2020,2023/04/27,2023/03/30,myshelf,myshelf (#118),read,,,,1,0
52656911,The Guest List,Lucy Foley,"Foley, Lucy",,"=""""","=""""",5,3.80,William Morrow,Kindle Edition,319,2020,2020,,2023/03/15,,,read,,,,1,0
58875869,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,"Goleman, Daniel",,"=""9354352804""","=""9789354352805""",0,4.05,Bloomsbury India (30 March 2021,Paperback,325,2015,1995,,2023/01/23,"myshelf, currently-reading","myshelf (#117), currently-reading (#2)",currently-reading,,,,1,0
32998876,101 Essays That Will Change The Way You Think,Brianna Wiest,"Wiest, Brianna",,"=""""","=""""",5,3.73,Thought Catalog Books,Kindle Edition,450,2016,2016,2023/03/05,2022/06/22,myshelf,myshelf (#100),read,,,,1,0
55297520,What To Do With Your Money When Crisis Hits: A Survival Guide,Michelle Singletary,"Singletary, Michelle",,"=""035857210X""","=""9780358572107""",0,3.75,Harvest,Hardcover,224,2021,2021,,2023/02/20,to-read,to-read (#192),to-read,,,,0,0
61846327,"War of Lanka (Ram Chandra, #4)",Amish Tripathi,"Tripathi, Amish",,"=""9356291527""","=""9789356291522""",4,3.67,HarperCollins India,Paperback,500,2023,,2023/02/07,2023/01/12,myshelf,myshelf (#116),read,,,,1,0
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,"=""0316323705""","=""9780316323703""",0,4.25,"Little, Brown and Company",Kindle Edition,449,2013,1938,,2023/01/22,to-read,to-read (#191),to-read,,,,0,0
209194,"The Man in the Brown Suit (Colonel Race, #1)",Agatha Christie,"Christie, Agatha",,"=""0007151667""","=""9780007151660""",4,3.95,Harper,Paperback,381,2002,1924,2023/01/06,2022/08/29,myshelf,myshelf (#104),read,,,,1,0
50221,God's Debris: A Thought Experiment,Scott Adams,"Adams, Scott",,"=""0740747878""","=""9780740747878""",5,3.95,Andrews McMeel Publishing,Paperback,132,2004,2001,2022/12/21,2022/12/17,myshelf,myshelf (#113),read,,,,1,0
16032905,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",3,3.97,HarperVoyager,Paperback,227,2008,1953,2022/12/17,2022/10/01,myshelf,myshelf (#108),read,,,,1,0
29580,"Second Foundation (Foundation, #3)",Isaac Asimov,"Asimov, Isaac",,"=""0553803735""","=""9780553803730""",5,4.27,Bantam Spectra,Hardcover,256,2004,1953,2022/11/14,2022/09/21,myshelf,myshelf (#105),read,,,,1,0
36600287,"Unusual Billionaires, The (PB)",Saurabh Mukherjea,"Mukherjea, Saurabh",,"=""0143426737""","=""9780143426738""",0,4.01,PENGUIN,Paperback,454,2016,,,2022/10/01,"to-read, myshelf","to-read (#190), myshelf (#112)",to-read,,,,0,0
234208,Light on Yoga: The Classic Guide to Yoga by the World's Foremost Authority,B. K. S. Iyengar,"Iyengar, B. K. S.",B.K.S.,"=""8172235011""","=""9788172235017""",0,4.29,Thorsons,Paperback,544,2006,1966,,2022/10/01,"to-read, myshelf","to-read (#189), myshelf (#111)",to-read,,,,0,0
33236161,The Road to Wigan Pier,George Orwell,"Orwell, George",,"=""""","=""""",0,3.91,Prabhat Prakashan,Kindle Edition,133,2017,1937,,2022/10/01,"to-read, myshelf","to-read (#188), myshelf (#110)",to-read,,,,0,0
3180338,Brave New World,Aldous Huxley,"Huxley, Aldous","Margaret Atwood, David Bradshaw","=""""","=""""",0,4.00,Vintage,Paperback,229,2007,1932,,2022/10/01,"to-read, myshelf","to-read (#187), myshelf (#109)",to-read,,,,0,0
2006163,The Beginning of Infinity: Explanations that Transform the World,David Deutsch,"Deutsch, David",,"=""0140278168""","=""9780140278163""",0,4.17,Penguin Books Ltd,Paperback,496,2012,2011,,2021/05/21,"to-read, myshelf","to-read (#141), myshelf (#107)",to-read,,,,0,0
13586932,The Outsiders: Eight Unconventional CEOs and Their Radically Rational Blueprint for Success,William N. Thorndike Jr.,"Jr., William N. Thorndike",,"=""1422162672""","=""9781422162675""",0,4.22,Harvard Business Review Press,Hardcover,251,2012,2012,,2022/06/09,"to-read, myshelf","to-read (#181), myshelf (#106)",to-read,,,,0,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""0399590501""","=""9780399590504""",5,4.47,Random House,Hardcover,352,2018,2018,2022/09/18,2022/01/04,myshelf,myshelf (#99),read,,,,1,0
35167718,"""What Do You Care What Other People Think?"": Further Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",Ralph Leighton,"=""0393355640""","=""9780393355642""",4,4.19,W. W. Norton & Company,Paperback,288,2018,1988,2022/09/10,2019/05/27,myshelf,myshelf (#31),read,,,,1,0
58733657,After Steve: How Apple Became a Trillion-Dollar Company and Lost Its Soul,Tripp Mickle,"Mickle, Tripp",,"=""0063009811""","=""9780063009813""",0,4.09,William Morrow,Hardcover,512,2022,2022,,2022/09/07,to-read,to-read (#186),to-read,,,,0,0
17375,The Meaning of It All: Thoughts of a Citizen-Scientist,Richard P. Feynman,"Feynman, Richard P.",,"=""0465023940""","=""9780465023943""",0,3.97,Basic Books,Paperback,144,2005,1998,,2022/09/01,to-read,to-read (#185),to-read,,,,0,0
49358915,Exercised: Why Something We Never Evolved to Do Is Healthy and Rewarding,Daniel E. Lieberman,"Lieberman, Daniel E.",,"=""1524746983""","=""9781524746988""",0,4.17,Pantheon,Hardcover,464,2021,2021,,2022/08/24,to-read,to-read (#184),to-read,,,,0,0
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley","=""0192802631""","=""9780192802637""",0,4.15,Oxford University Press,Paperback,249,2004,1817,,2022/08/15,"myshelf, to-read","myshelf (#103), to-read (#183)",to-read,,,,0,0
46266188,The Fifth Risk: Undoing Democracy,Michael   Lewis,"Lewis, Michael",,"=""0393357457""","=""9780393357455""",3,4.09,W. W. Norton & Company,Paperback,255,2019,2018,2022/08/14,2021/11/15,,,read,,,,1,0
34101725,God: A Human History,Reza Aslan,"Aslan, Reza",,"=""0553394738""","=""9780553394733""",4,4.02,Random House Publishing Group,Kindle Edition,280,2017,2017,2022/08/13,2019/07/15,myshelf,myshelf (#52),read,,,,1,0
36133677,FOREVER IS A LIE,Novoneel Chakravorty,"Chakravorty, Novoneel",,"=""9386815338""","=""9789386815330""",3,3.98,Ebury Press,Kindle Edition,165,2017,,2022/07/30,2022/07/30,,,read,,,,1,0
15793074,"Best Kept Secret (The Clifton Chronicles, #3)",Jeffrey Archer,"Archer, Jeffrey",,"=""125000098X""","=""9781250000989""",0,4.04,St. Martin's Press,Hardcover,373,2013,2013,2022/07/26,2022/07/19,myshelf,myshelf (#102),read,,,,1,0
36301635,Forever Is True,Novoneel Chakraborty,"Chakraborty, Novoneel",,"=""0143427504""","=""9780143427506""",0,3.85,India Penguin,Paperback,288,2017,,2022/07/18,2022/07/17,,,read,,,,1,0
200572,"My Man Jeeves (Jeeves, #1)",P.G. Wodehouse,"Wodehouse, P.G.",,"=""1585678759""","=""9781585678754""",5,4.05,Overlook Books,Hardcover,256,2007,1919,2022/07/16,2021/06/16,myshelf,myshelf (#86),read,,,,1,0
55337928,How to Be a Writer,Ruskin Bond,"Bond, Ruskin",,"=""9353579376""","=""9789353579371""",4,4.19,Harper Children's,Hardcover,126,2021,,2022/06/30,2022/06/28,myshelf,myshelf (#101),read,,,,1,0
38602142,Coffee Can Investing: The Low Risk Road to Stupendous Wealth,Saurabh Mukherjea,"Mukherjea, Saurabh",,"=""067009045X""","=""9780670090457""",0,4.03,Penguin Portfolio,Hardcover,288,2018,,,2022/06/23,to-read,to-read (#182),to-read,,,,0,0
58783820,Diamonds in the Dust: Consistent Compounding for Extraordinary Wealth Creation,Saurabh Mukherjea,"Mukherjea, Saurabh","Rakshit Ranjan, Salil  Desai","=""9354921205""","=""9789354921209""",0,4.08,Portfolio,Kindle Edition,337,2021,,,2022/06/09,to-read,to-read (#180),to-read,,,,0,0
40242274,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing,Burton G. Malkiel,"Malkiel, Burton G.",,"=""1324002182""","=""9781324002185""",0,4.14,W. W. Norton & Company,Hardcover,432,2019,1973,,2022/06/09,to-read,to-read (#179),to-read,,,,0,0
31380461,"Foundation and Empire (Foundation, #2)",Isaac Asimov,"Asimov, Isaac",,"=""0008117500""","=""9780008117504""",5,4.22,Harper Voyager UK,Paperback,230,2016,1952,2022/03/14,2021/09/14,myshelf,myshelf (#98),read,,,,1,0
41793,Hackers and Painters: Big Ideas from the Computer Age,Paul    Graham,"Graham, Paul",,"=""0596006624""","=""9780596006624""",3,4.05,O'Reilly Media,Hardcover,271,2004,2004,2022/02/22,2021/05/21,myshelf,myshelf (#97),read,,,,1,0
2052,"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,"Chandler, Raymond",,"=""0394758285""","=""9780394758282""",0,3.94,Vintage Crime,Paperback,231,1988,1939,,2022/02/15,to-read,to-read (#177),to-read,,,,0,0
26862950,Introducing Psychology: A Graphic Guide,Nigel C. Benson,"Benson, Nigel C.",,"=""1848317565""","=""9781848317567""",3,3.64,Icon Books,Kindle Edition,180,2014,1994,2022/01/24,2021/05/24,myshelf,myshelf (#84),read,,,,1,0
56567236,One of Us is Lying,Fiona MacKenzie,"MacKenzie, Fiona",Karen M. McManus,"=""0241520770""","=""9780241520772""",4,4.10,Penguin,Paperback,128,2021,,2022/01/22,2022/01/22,,,read,,,,1,0
18693884,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,"Ellenberg, Jordan",,"=""1594205221""","=""9781594205224""",0,3.95,Penguin Press,Hardcover,480,2014,2014,,2022/01/03,to-read,to-read (#176),to-read,,,,0,0
